log_V_V0,M_abs,log_V_V0_unc,M_abs_unc,zobs
0.2802283397283394,-22.609003204139746,0.03,0.03,0.06247040870264686
-0.32879822949723714,-17.28986398297363,0.03,0.03,0.05419755119271996
-0.4469584289767967,-17.17652644172975,0.03,0.03,0.0421422144176844
-0.20989525765653538,-17.768506393723293,0.03,0.03,0.08555330336789502
-0.4323117820885696,-16.155080168594935,0.03,0.03,0.0801854924324179
-0.18369504359945776,-18.48080312230768,0.03,0.03,0.035171829295770785
-0.6230086478045898,-15.03591431720033,0.03,0.03,0.08167838079947298
-0.43728054296595875,-17.404891790104706,0.03,0.03,0.0741808205019967
0.0350122499303227,-19.916798322617762,0.03,0.03,0.07175840871369976
-0.03301106050487501,-19.36732059349257,0.03,0.03,0.08913668916004913
-0.2851118990755819,-18.023710257810077,0.03,0.03,0.07058304386678671
-0.5048849428407789,-16.05144847278823,0.03,0.03,0.0643444231831316
-0.14363123949292111,-19.16275815615608,0.03,0.03,0.03665622937570201
-0.5139303930929995,-15.729072177892679,0.03,0.03,0.09996218369272136
0.36306493632464054,-22.893443793725922,0.03,0.03,0.04433594753944825
0.3134596230524864,-22.229789982583096,0.03,0.03,0.07592080944879909
-0.4904934040858311,-16.440829016942487,0.03,0.03,0.07285150456464606
0.11560031648479097,-20.75680281978084,0.03,0.03,0.037502771882165664
-0.4713972408575813,-16.3294917191857,0.03,0.03,0.09610658315725584
0.06764771260966551,-21.00632513991705,0.03,0.03,0.04930939102140974
-0.19056347012483532,-19.25871248120099,0.03,0.03,0.08948253693305785
-0.38035444441137956,-16.938332031419364,0.03,0.03,0.07073193742065165
-0.4980099191725369,-15.958388948893415,0.03,0.03,0.05798421204144644
0.33865020512695576,-22.73152233795549,0.03,0.03,0.0977040488998353
0.30969062248261725,-22.61715956204181,0.03,0.03,0.08624558862804621
0.06661787234625471,-20.707403554494007,0.03,0.03,0.05473451609331459
0.3276581809416168,-22.383877168594577,0.03,0.03,0.05463690762775486
-0.6208772398822116,-14.996566017816797,0.03,0.03,0.0662285401283913
0.2431621287498258,-22.14000588542583,0.03,0.03,0.09282009225779797
-0.08691210289149787,-19.584075051288185,0.03,0.03,0.08463712520012079
0.4054685724191569,-22.858833855157606,0.03,0.03,0.09790729024554712
-0.12773097861835359,-18.81511985295225,0.03,0.03,0.07791922842752363
-0.2250150666799957,-18.235888641126955,0.03,0.03,0.0892533570477112
-0.350450377966965,-17.489555404044687,0.03,0.03,0.05505264289221645
0.3342987570697118,-22.552134847253146,0.03,0.03,0.043223429171253214
-0.12759348445445928,-19.199851316119137,0.03,0.03,0.09797565357337468
0.2511270682300557,-21.79320709460145,0.03,0.03,0.06589663836135107
-0.575538592680737,-15.77909871822845,0.03,0.03,0.09464366718606443
-0.5624326867364695,-15.78355596416899,0.03,0.03,0.06873851097479866
0.1547813813157477,-21.29958810491013,0.03,0.03,0.09867690735631474
0.3581560235191281,-22.973089170927242,0.03,0.03,0.08524897926372343
0.3062978886577983,-22.825440401508057,0.03,0.03,0.05353174936193472
0.14228416027117285,-20.83490880991547,0.03,0.03,0.08666148308181487
-0.15519597389631778,-18.240713028515586,0.03,0.03,0.05241252988465406
0.15051102564611352,-21.802213216717497,0.03,0.03,0.04394767359088769
-0.06425873509403335,-19.626353335369252,0.03,0.03,0.08946508478783288
-0.5874754853927928,-15.128508275735639,0.03,0.03,0.0337477260297574
-0.3818238141661532,-17.12677723548188,0.03,0.03,0.06462640805434172
-0.43706577506254907,-16.139027502656052,0.03,0.03,0.06033989205424062
-0.5279893918373562,-16.031080421840493,0.03,0.03,0.06594852693640552
-0.05266596318916905,-19.54343774595094,0.03,0.03,0.08593735423455273
0.27112612061849406,-22.26489313961055,0.03,0.03,0.0673680888731778
-0.03342892229023908,-19.867022580262798,0.03,0.03,0.0889406861149431
-0.12052021104248256,-18.926114262085434,0.03,0.03,0.049202755919617536
-0.18414978734676968,-18.504636936468245,0.03,0.03,0.080047411291577
0.1943573205892708,-22.17611839552532,0.03,0.03,0.07290353556194606
0.1598671969660499,-21.322695814439566,0.03,0.03,0.06625926734428744
0.17549381282970344,-20.82646578667183,0.03,0.03,0.08136236951590448
0.2131742213389045,-21.617463420812747,0.03,0.03,0.08392291516728156
-0.18729298135952321,-18.898767447704643,0.03,0.03,0.08319212033224321
-0.4372234467057281,-16.569131992961392,0.03,0.03,0.04194588884298778
-0.4507180877235315,-16.74716446165444,0.03,0.03,0.05834035283918948
0.077564597738359,-20.61576889299284,0.03,0.03,0.0631508292991374
-0.11187875091540755,-18.825437927382616,0.03,0.03,0.06918616916608444
0.09596310071500813,-20.474635981790286,0.03,0.03,0.09848706465798629
0.37241281293253703,-23.011125302278526,0.03,0.03,0.09470812669383832
-0.48471175737120986,-15.900070044765425,0.03,0.03,0.04883881867597539
-0.6183263315755809,-15.022304050578207,0.03,0.03,0.06689415689789402
-0.10174009547227847,-18.891940024740805,0.03,0.03,0.0957600117001991
0.08197346295487007,-20.479868691888637,0.03,0.03,0.07459168740605904
0.2516465533294854,-22.31476541482732,0.03,0.03,0.04723324586973776
-0.2771880032075984,-17.901564935464904,0.03,0.03,0.08446677242913103
-0.5147294419756252,-15.509143474186668,0.03,0.03,0.06811999480598363
-0.41492755036604145,-16.608061449746575,0.03,0.03,0.046483339519032274
-0.18881722052347594,-18.2001648575423,0.03,0.03,0.09604024862458238
-0.5443459326140072,-15.277837057442618,0.03,0.03,0.09004411022135272
-0.2133112529054797,-18.532569091311625,0.03,0.03,0.08176992712028786
0.11797437411103884,-20.62665201399971,0.03,0.03,0.0649290835336791
-0.4387519859508462,-16.574592707835897,0.03,0.03,0.0988700011145156
0.0260564834982957,-20.3592855840256,0.03,0.03,0.07720439031619386
-0.06893617541283215,-19.221128115025827,0.03,0.03,0.09272498176198418
0.39152680388737693,-22.9907658681326,0.03,0.03,0.07732582761932272
-0.5313668902199942,-15.518002045193885,0.03,0.03,0.08448872742361058
-0.5962930487986631,-15.329816988763916,0.03,0.03,0.09426292364341915
-0.3588655537491261,-16.92072256854468,0.03,0.03,0.09458054728608856
-0.13713004384683858,-18.91166872188912,0.03,0.03,0.06311597587407247
-0.008301110352356922,-20.292043609417135,0.03,0.03,0.09488328574795957
0.13479694252115104,-20.960644946496647,0.03,0.03,0.07842854831630475
0.06658313408584471,-20.549449439324096,0.03,0.03,0.05833920995242248
-0.43399054766972833,-16.682527839818547,0.03,0.03,0.04925976185655356
-0.15893605934565613,-18.892710515831066,0.03,0.03,0.07344699529431797
0.011601483906308108,-20.09854480588619,0.03,0.03,0.06288375932005397
-0.05220439092593798,-19.50235648550993,0.03,0.03,0.06099111369444721
0.2918014868834766,-22.913618003452918,0.03,0.03,0.0735526215610336
-0.053446633383490205,-19.44046347947279,0.03,0.03,0.08955223192232298
0.370416758470165,-22.664682311318025,0.03,0.03,0.05537640012277234
-0.30319022636691084,-17.21585731238344,0.03,0.03,0.07038377204775115
-0.1920954155379131,-17.937573355088293,0.03,0.03,0.07723060568034357
0.163699857637845,-21.12228598207083,0.03,0.03,0.034476424016481655
-0.14649056091199864,-18.809264212332305,0.03,0.03,0.08684279814604268
-0.6626730267944168,-15.05944606372858,0.03,0.03,0.08905244119870703
0.11513663427357024,-20.721411168137397,0.03,0.03,0.08338121906590934
-0.46248215355625377,-16.279773043949323,0.03,0.03,0.0880502076791847
-0.06670284401104754,-19.325008915298596,0.03,0.03,0.06718058108518754
-0.39694818949901456,-16.998456429529345,0.03,0.03,0.035991886991515676
0.16909860301981272,-21.35626825766153,0.03,0.03,0.08844091357583994
-0.24572184553829213,-18.287717402647907,0.03,0.03,0.03979808902679305
-0.5903470064215679,-15.166273402263204,0.03,0.03,0.08682202475581247
-0.5570176990958318,-15.56775953837381,0.03,0.03,0.07770604107001344
0.3706402733255558,-22.681248768138186,0.03,0.03,0.0851844440822016
-0.4580359907608469,-16.190493677123236,0.03,0.03,0.0935046034120195
0.320356608700501,-22.2463261293259,0.03,0.03,0.035110257806021394
-0.36276769210397175,-16.544524815735073,0.03,0.03,0.05513859187258463
-0.5455073616700399,-15.247571696462646,0.03,0.03,0.06946398867916082
-0.6303846439451222,-15.588678002812973,0.03,0.03,0.07850469858787212
0.1445887089576372,-20.612989697174417,0.03,0.03,0.08414416007270376
0.12381748688456984,-20.58016998320107,0.03,0.03,0.052065141220665856
-0.28665559921431294,-17.80648816136524,0.03,0.03,0.07811215439278074
-0.5460285818689283,-15.298136252593675,0.03,0.03,0.08795436478371044
-0.22561172991923462,-18.27976343009848,0.03,0.03,0.09696986116279183
-0.21905804422592112,-18.424889858328022,0.03,0.03,0.081513603347106
0.3773874557987207,-22.822883513977363,0.03,0.03,0.06658240574816787
0.10587600880485981,-20.91125575970515,0.03,0.03,0.04452237039781792
-0.20602734911195686,-18.526834435863382,0.03,0.03,0.08634386401836203
-0.4655383456468225,-15.758747099508621,0.03,0.03,0.07808336186053522
-0.27233102586276026,-17.562006000374492,0.03,0.03,0.0612035711963157
0.2668572425076148,-22.12297788906084,0.03,0.03,0.09756069095166175
-0.21168301376225274,-18.193290663891933,0.03,0.03,0.08367353533312283
0.2638987242237172,-21.929143901349303,0.03,0.03,0.06992098372009115
-0.5091445971748916,-16.381678479218042,0.03,0.03,0.08582465476992085
-0.4416614295210062,-16.31704205004349,0.03,0.03,0.09430306242816622
0.32303930282486126,-22.538575675971128,0.03,0.03,0.07504431861881611
0.034163314991915605,-20.555786497324256,0.03,0.03,0.07336995557999026
-0.20516866781706677,-18.2162812572777,0.03,0.03,0.036564023860467865
-0.2937565935350952,-17.89485985283897,0.03,0.03,0.06540897016973024
0.24385124838452343,-21.93455838270799,0.03,0.03,0.06675925731649635
0.01481467984564011,-19.85543159977183,0.03,0.03,0.09737404391173454
-0.4883689269942644,-15.658112735543018,0.03,0.03,0.06653381639931633
-0.6468040195931786,-15.079102763673873,0.03,0.03,0.07588245084830092
-0.28752544833315485,-18.010298453339047,0.03,0.03,0.08270033484640127
-0.027512890882149588,-19.324191951070464,0.03,0.03,0.09986062602251478
0.4067213867674888,-22.902732722886217,0.03,0.03,0.09470146674970437
-0.14118389387990993,-18.857616130495458,0.03,0.03,0.07279408795299247
0.37484784604767585,-22.791679259116634,0.03,0.03,0.05668480753580196
-0.5141076793415273,-15.99752703170293,0.03,0.03,0.053206539926665464
-0.2096466779859445,-18.125668356599636,0.03,0.03,0.07882928671693867
0.029429095945019856,-20.107177609585438,0.03,0.03,0.04481868140263345
-0.2692554117608472,-17.851188752864054,0.03,0.03,0.06253157614395022
0.3379463279216228,-22.073174143955868,0.03,0.03,0.08292480071390274
0.03437905656915863,-20.45928128051152,0.03,0.03,0.09654063232489984
-0.248386948181198,-18.77240340784887,0.03,0.03,0.0877526822312158
0.1382974563615451,-21.34919697648004,0.03,0.03,0.09146829308598847
0.038589012936385725,-20.50481164509472,0.03,0.03,0.09112840526143873
-0.4655358201117541,-15.8765044933483,0.03,0.03,0.06176857045816342
0.0946566006805507,-20.854034977574095,0.03,0.03,0.09946315324694033
0.30631817712769394,-22.245028235267803,0.03,0.03,0.03408115156887126
0.04001581223929129,-20.655547752635254,0.03,0.03,0.08884600458219594
-0.39848841297130244,-16.273807517571306,0.03,0.03,0.03354417892977013
0.3206133408075966,-22.633695100436242,0.03,0.03,0.06615231339788052
-0.29074185388445795,-17.036824388871242,0.03,0.03,0.06881854522658215
0.3198202813902036,-22.73010020502423,0.03,0.03,0.05855658570556965
-0.3922024185748385,-16.286226642430968,0.03,0.03,0.03138580890809339
-0.5595230669018993,-15.232455066905406,0.03,0.03,0.07902327900498474
-0.5883359849063745,-15.540865481802463,0.03,0.03,0.0650776092650378
0.15625696007110923,-20.852995404940774,0.03,0.03,0.06456870811213622
-0.3735758409982124,-17.299160506133617,0.03,0.03,0.05548794990709904
-0.10773383418877591,-18.98253829281006,0.03,0.03,0.04404129617547303
-0.24080941125133815,-17.36230838091989,0.03,0.03,0.05495698110192193
-0.5580250059038212,-16.41399018444381,0.03,0.03,0.05812858147441369
-0.30006336442593784,-17.252803260821086,0.03,0.03,0.06424862083379024
0.21495783337796093,-22.15192250602242,0.03,0.03,0.08241234192702529
-0.2727318673960406,-17.61175857125694,0.03,0.03,0.08055315225636472
0.13053909539687236,-21.215581760852917,0.03,0.03,0.06421085853674735
-0.09602474976769715,-19.426704677607315,0.03,0.03,0.06116014753529697
-0.27526942656960585,-17.869282204361742,0.03,0.03,0.09652313806874835
-0.2446644478352653,-18.25607369618922,0.03,0.03,0.07733450902779815
-0.32888401867343164,-16.55277244797954,0.03,0.03,0.08593252707631294
0.3665479432797971,-22.782136857164875,0.03,0.03,0.08419698980948098
-0.14094596910847557,-18.88633929753809,0.03,0.03,0.0594055686756918
-0.3037369167153703,-17.26174446964331,0.03,0.03,0.08649244774729326
-0.013658889008484998,-20.24187020869895,0.03,0.03,0.09656569273267879
-0.32120140353602067,-17.694739947976196,0.03,0.03,0.09315315467600582
-0.36257536642303045,-16.914794736498408,0.03,0.03,0.041024140667391906
-0.1022371152778545,-18.135368413088152,0.03,0.03,0.07006910678436973
-0.05367547275008855,-19.835421803697802,0.03,0.03,0.05543513849666626
0.30725114280278465,-21.536045624644867,0.03,0.03,0.07166276267325933
0.2022125706051443,-21.867031592224038,0.03,0.03,0.08573132575193387
0.30323608818258174,-21.917396700522232,0.03,0.03,0.07503146645500136
0.024999154369934384,-19.888010822718176,0.03,0.03,0.05992459443827736
-0.1263292139660117,-19.5122591923293,0.03,0.03,0.05377949599251863
0.21513726320815518,-21.867133928635862,0.03,0.03,0.042504459790293936
-0.31207294400583585,-17.257975360550564,0.03,0.03,0.0781386958287309
-0.030147385789111247,-19.840902002826954,0.03,0.03,0.08599503713143264
-0.21632506149381614,-18.758631647488826,0.03,0.03,0.08564777423706027
-0.25293686670160387,-18.264585731799578,0.03,0.03,0.08995829172242442
-0.5783332930509508,-15.646678918377741,0.03,0.03,0.04953012829498227
0.09438359076857905,-20.55264952862863,0.03,0.03,0.09250284202608983
-0.13245295788864597,-19.025663432735975,0.03,0.03,0.0751982681818002
-0.19038589231281366,-18.416669770432996,0.03,0.03,0.08485128608333792
-0.04246937122915018,-19.957812486716197,0.03,0.03,0.06737000637277868
0.17557372536712412,-21.21847792997186,0.03,0.03,0.06697228254429732
-0.43499737990672216,-16.44345323051711,0.03,0.03,0.03942482177579665
-0.18284056030876283,-18.13282297496918,0.03,0.03,0.09907759507427727
0.29029684362618635,-22.39379351470365,0.03,0.03,0.0716658460370263
-0.20311737488088943,-18.47821374904356,0.03,0.03,0.05028848494262417
-0.5167985819333409,-15.584241400736033,0.03,0.03,0.049009337088161686
0.24691236114837434,-22.17706652310108,0.03,0.03,0.08159102721142775
0.13563923250086507,-21.645612934412952,0.03,0.03,0.0925169572269624
0.23897408937934017,-21.62669820283972,0.03,0.03,0.05593825895132132
-0.28967201722287794,-17.39592207979146,0.03,0.03,0.0433479116159996
-0.08441393681149245,-18.515392296542007,0.03,0.03,0.08033500353049727
-0.2703158064574418,-18.400019147244183,0.03,0.03,0.09698992605753731
-0.20945297321033074,-18.224902248321627,0.03,0.03,0.07443904135791435
-0.2921749084511225,-17.453278511914316,0.03,0.03,0.07996015535198064
-0.5299689961145293,-15.77788237995155,0.03,0.03,0.07909076547207494
-0.5776420291332887,-15.525715064380034,0.03,0.03,0.08778087290693071
0.27424057627131626,-22.495555606584844,0.03,0.03,0.04963223326605437
-0.5440676513507221,-15.588982015770334,0.03,0.03,0.09804293774558093
-0.6180151072648823,-15.592814005816312,0.03,0.03,0.08586880231071525
-0.6000635496429658,-15.158893194371952,0.03,0.03,0.0745133245212466
0.004912595921806151,-19.920644835474707,0.03,0.03,0.04703455558815994
-0.5776322560145561,-15.354301487791997,0.03,0.03,0.06903739573743195
0.014480636433362282,-20.0032779053979,0.03,0.03,0.070371538651258
0.23471107590709295,-21.682923169638627,0.03,0.03,0.09200005387299814
-0.3251325387561752,-17.421673137589238,0.03,0.03,0.03893626846301523
-0.5092100658284009,-16.56337023065019,0.03,0.03,0.09574894057981931
-0.3320842338050525,-17.274971722511395,0.03,0.03,0.09310121217547063
-0.2350893150775626,-18.24999527465695,0.03,0.03,0.08001841831490908
0.029100485579591773,-20.30309573381205,0.03,0.03,0.04457031844652093
-0.2998780652563535,-17.51472084947671,0.03,0.03,0.06445893409898851
-0.503160507769461,-15.526703851637631,0.03,0.03,0.07883883406688685
0.15117585130362876,-21.772036392417533,0.03,0.03,0.06574639130368665
0.19029490562643314,-21.453402516907225,0.03,0.03,0.07322137859497113
-0.1760137488384239,-18.394337040748557,0.03,0.03,0.04824817608774157
-0.03616030137432702,-19.731087265831285,0.03,0.03,0.09308033164526419
-0.041888548676915605,-19.527949618504575,0.03,0.03,0.09775041147958441
-0.5892148653798666,-15.638799215304953,0.03,0.03,0.04321836919088606
0.3788434976797239,-23.04117326905542,0.03,0.03,0.03149091117979319
-0.20685850764679725,-17.83731035233636,0.03,0.03,0.09290233874943232
0.3034182355548758,-22.82214792061959,0.03,0.03,0.03873901846475336
-0.25028140240862196,-18.086304794734666,0.03,0.03,0.06075926250521224
0.2848643288949404,-22.25023388596281,0.03,0.03,0.07781094869078609
0.23179326403754308,-21.797102122358176,0.03,0.03,0.08626943517876384
0.3327745153880315,-22.265677429565486,0.03,0.03,0.04779320667563702
0.19859152115125767,-21.932481675215566,0.03,0.03,0.0770832243131685
-0.25423653694260806,-17.560562715520632,0.03,0.03,0.0969510520125767
-0.16566151455338485,-18.566483859931203,0.03,0.03,0.06468830734559528
0.11133836719446943,-20.836177853702758,0.03,0.03,0.09379810080615902
-0.13487424665063807,-19.253783137522426,0.03,0.03,0.04691987980946544
0.28214618647807166,-22.584202933374527,0.03,0.03,0.0590680221311366
0.23240175786947948,-20.966456589116255,0.03,0.03,0.0854608250022153
0.3226262835206697,-22.566695187368268,0.03,0.03,0.09996694727038435
0.013747665457932268,-20.319522013289358,0.03,0.03,0.08477441961096432
0.2938867637166731,-22.267855868950324,0.03,0.03,0.07346781412647241
-0.23769524092253236,-17.25921545189823,0.03,0.03,0.09001403107872386
-0.2959398600174781,-17.80600096590354,0.03,0.03,0.03257227213049929
-0.4166356710336494,-17.177971551000514,0.03,0.03,0.0676145639252268
-0.22700052902334567,-17.530171246968017,0.03,0.03,0.09245567907789587
0.2107386986829849,-21.142263763127314,0.03,0.03,0.040830413148921885
0.11882620915951714,-20.71743766605549,0.03,0.03,0.050591160988185946
0.26568132705929903,-21.780296819230685,0.03,0.03,0.03844284707877543
-0.4832030557992044,-16.978824779246715,0.03,0.03,0.06936881570100328
-0.25199539888419653,-18.164407868238005,0.03,0.03,0.05061017845513871
-0.12660987254249756,-18.869627064488412,0.03,0.03,0.09423331711589089
-0.5784419249566857,-15.902420462075849,0.03,0.03,0.09213132995693307
0.128646783451698,-21.188998407344126,0.03,0.03,0.07347744019633984
0.04263628843667355,-20.283717108050503,0.03,0.03,0.07685880179795013
0.07472342905535134,-20.40175075664279,0.03,0.03,0.045024134302155794
-0.006539396802697439,-20.408328967201463,0.03,0.03,0.08490377835363838
0.18760690539443692,-21.07819570216152,0.03,0.03,0.07797451331594218
-0.3860570370221552,-16.52225300313546,0.03,0.03,0.07489916576528977
0.2672487418963758,-21.623365985907434,0.03,0.03,0.0787897633763166
0.35727569513535196,-22.401371146177016,0.03,0.03,0.0664038148683943
0.16082062902060867,-21.545569852950656,0.03,0.03,0.09711996705196757
-0.46278210728203195,-15.8787506063472,0.03,0.03,0.07278011492673397
0.25139954458022373,-22.222355637275218,0.03,0.03,0.03160788318869345
0.013891851135200639,-19.80950079974151,0.03,0.03,0.08179148210298814
-0.5014026023230442,-15.79128724467849,0.03,0.03,0.09950325049985898
-0.5596464809534303,-16.38400004508432,0.03,0.03,0.09474071832744824
-0.4897804515775597,-16.07314361808544,0.03,0.03,0.07049825207831573
-0.5161598402757466,-16.233636016560865,0.03,0.03,0.08933538283723141
-0.06833166260317247,-19.200265213197852,0.03,0.03,0.0877735434965059
0.001593571497057411,-19.896344996675925,0.03,0.03,0.08067997547868644
0.09687168996056528,-21.26799570070368,0.03,0.03,0.08846308424816929
-0.27059149408200733,-17.600986475584765,0.03,0.03,0.09638212693959658
-0.21245877465893148,-18.490271046416236,0.03,0.03,0.05049578251660036
0.06402724235687351,-19.745869123674627,0.03,0.03,0.07323078383761095
-0.2333581043882711,-18.280110721024005,0.03,0.03,0.05561166883267887
0.18766462632089365,-21.06648760740498,0.03,0.03,0.08608582178270985
-0.4441258923995859,-16.51023522114888,0.03,0.03,0.04593956215816486
-0.25574954084446655,-18.22799623665644,0.03,0.03,0.05865939910268292
0.1343854005458649,-21.35836225675016,0.03,0.03,0.09785469765812493
0.36265294406749327,-22.88710145528763,0.03,0.03,0.04620960782324901
0.010369253163489134,-20.203092478781226,0.03,0.03,0.0768772571769949
-0.5203226099617182,-16.17462628417102,0.03,0.03,0.09086506930887395
0.06041917033657773,-21.003611549859613,0.03,0.03,0.057753592469187875
-0.46781607385570556,-15.77003089059334,0.03,0.03,0.05004215219357033
-0.4198143892840749,-16.537085181829532,0.03,0.03,0.07319203664403684
-0.32442886276450644,-17.864037167325097,0.03,0.03,0.0373978586982493
-0.6643899061319036,-15.282934804575099,0.03,0.03,0.08189364993021031
-0.6058024477434056,-14.974280239700814,0.03,0.03,0.07386161208486586
0.1291600946663234,-20.859371167189135,0.03,0.03,0.08047595425702125
0.11999375718481975,-21.273296806160815,0.03,0.03,0.08906904572612517
0.05268515627641168,-20.98297265940099,0.03,0.03,0.09005880869861427
-0.17251854741499084,-18.364911048818378,0.03,0.03,0.07606994291688385
-0.3603960449918284,-17.1637867766921,0.03,0.03,0.046829836002873826
-0.3835720976259964,-17.17289437656479,0.03,0.03,0.08824724667762829
-0.1956056962335111,-18.601802649058385,0.03,0.03,0.08954401179493265
-0.24345838239776807,-17.801805420883237,0.03,0.03,0.08481636808120951
-0.2662380968468776,-17.82386128480357,0.03,0.03,0.06723359010066998
-0.10751088274204079,-19.36490242748498,0.03,0.03,0.09753000993883965
-0.20219833567632906,-18.07282474575373,0.03,0.03,0.06763016626048679
0.3530513539958142,-22.547451083633735,0.03,0.03,0.05861177741824952
-0.19948832823307971,-17.93292214119304,0.03,0.03,0.07256558236453348
-0.42733065685811344,-16.989063316733212,0.03,0.03,0.08093960009286327
-0.4015103626990344,-17.21470174828628,0.03,0.03,0.06380954922032767
0.22602657297478723,-22.020397221645542,0.03,0.03,0.07680572180326983
0.27435671608178724,-22.670206702086556,0.03,0.03,0.09062353391301037
0.2755745886058065,-22.707912743227578,0.03,0.03,0.044792082601129435
0.33144873299014277,-22.710326504858195,0.03,0.03,0.049352331538433214
-0.5706124856686552,-15.230050414893235,0.03,0.03,0.04321644084155274
-0.23549614520190087,-18.32403079612505,0.03,0.03,0.0718442534756496
-0.5363271078706473,-15.8775785220509,0.03,0.03,0.03460006800423132
0.31260124275836043,-22.375166960745336,0.03,0.03,0.0958118911360677
-0.047797843694436626,-19.654155232334126,0.03,0.03,0.0588445198373988
-0.1956942145951852,-18.81177512292967,0.03,0.03,0.07404941036468982
0.05772791665662025,-20.890095383768053,0.03,0.03,0.08090588942225119
-0.5786884406944524,-15.325980692379645,0.03,0.03,0.06809186853109406
-0.27226747552525765,-16.932516058438583,0.03,0.03,0.04922563637941191
0.054654167997292724,-20.428306803784253,0.03,0.03,0.03679381503264789
-0.04534497053893016,-19.818827154662408,0.03,0.03,0.05392911334848116
0.15464774896886313,-20.743655904431346,0.03,0.03,0.07363140180747108
